id_transaccion,fecha_hora,dia_semana,hora_decimal,turno,cajero,mesero,mesa_canal,categoria_producto,producto,cantidad_items,monto_bruto,descuento_pct,monto_final,metodo_pago,tipo_transaccion,es_anomalia,tipo_anomalia,descripcion_anomalia,split_sugerido
TRX-000123,2026-06-16 11:08:00,1,11.13,almuerzo,CAJ-002,MES-001,mesa_15,desayunos,Bolon mixto,3,10.44,5,9.92,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000124,2026-05-16 09:48:00,5,9.8,desayuno,CAJ-002,MES-005,mesa_10,almuerzos,Encebollado,2,10.4,10,9.36,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000125,2026-05-08 21:14:00,4,21.23,cena,CAJ-003,MES-001,mesa_09,desayunos,Tigrillo con cafe,3,13.68,10,12.31,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000126,2026-05-24 12:10:00,6,12.17,almuerzo,CAJ-001,MES-004,mesa_09,platos_fuertes,Churrasco ecuatoriano,1,8.65,0,8.65,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000127,2026-05-17 08:05:00,6,8.08,desayuno,CAJ-003,MES-002,mesa_08,platos_fuertes,Churrasco ecuatoriano,1,8.85,0,8.85,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000128,2026-05-29 18:50:00,4,18.83,cena,CAJ-003,MES-002,domicilio,bebidas,Jugo natural,2,3.38,0,3.38,transferencia,devolucion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000129,2026-06-12 17:26:00,4,17.43,cena,CAJ-001,MES-006,mesa_04,almuerzos,Seco de pollo,1,5.78,0,5.78,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000130,2026-05-25 17:58:00,0,17.97,cena,CAJ-003,MES-001,retiro_local,postres,Tres leches,2,6.03,0,6.03,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000131,2026-06-13 19:31:00,5,19.52,cena,CAJ-001,MES-005,domicilio,bebidas,Gaseosa personal,2,0,0,0,tarjeta,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-000132,2026-05-15 13:48:00,4,13.8,almuerzo,CAJ-003,MES-002,retiro_local,almuerzos,Encebollado,1,4.91,0,4.91,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000133,2026-05-19 12:38:00,1,12.63,almuerzo,CAJ-003,MES-005,retiro_local,almuerzos,Menestra con carne,4,26.6,0,26.6,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000134,2026-05-15 13:57:00,4,13.95,almuerzo,CAJ-002,MES-005,mesa_08,almuerzos,Almuerzo ejecutivo,2,8.03,0,8.03,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000135,2026-05-17 13:45:00,6,13.75,almuerzo,CAJ-003,MES-004,mesa_12,almuerzos,Menestra con carne,4,41.78,0,41.78,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,validacion
TRX-000136,2026-06-22 09:02:00,0,9.03,desayuno,CAJ-004,MES-001,mesa_01,platos_fuertes,Parrillada personal,3,32.95,0,32.95,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000137,2026-06-01 13:49:00,0,13.82,almuerzo,CAJ-003,MES-004,mesa_03,platos_fuertes,Churrasco ecuatoriano,3,25.01,0,3.96,efectivo,anulacion,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000138,2026-06-07 08:43:00,6,8.72,desayuno,CAJ-003,MES-002,mesa_14,bebidas,Jugo natural,2,3.54,0,3.54,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000139,2026-05-13 18:56:00,2,18.93,cena,CAJ-003,MES-002,mesa_08,almuerzos,Menestra con carne,2,13.34,0,13.34,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000140,2026-05-10 08:05:00,6,8.08,desayuno,CAJ-001,MES-003,retiro_local,desayunos,Humita con cafe,2,7.04,0,7.04,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000141,2026-05-28 14:39:00,3,14.65,almuerzo,CAJ-001,MES-005,mesa_08,almuerzos,Seco de pollo,1,5.54,10,4.99,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000142,2026-05-21 13:46:00,3,13.77,almuerzo,CAJ-002,MES-006,retiro_local,bebidas,Agua sin gas,1,1.12,0,1.12,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000143,2026-05-25 13:42:00,0,13.7,almuerzo,CAJ-001,MES-002,mesa_11,almuerzos,Almuerzo ejecutivo,3,12.3,10,11.07,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000144,2026-06-01 13:18:00,0,13.3,almuerzo,CAJ-002,MES-005,mesa_05,platos_fuertes,Churrasco ecuatoriano,2,18.55,5,17.62,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000145,2026-06-21 15:54:00,6,15.9,almuerzo,CAJ-002,MES-004,mesa_12,combos,Combo familiar almuerzo,3,53.09,0,53.09,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000146,2026-05-20 11:44:00,2,11.73,almuerzo,CAJ-001,MES-005,mesa_15,bebidas,Gaseosa personal,1,1.24,0,1.24,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000147,2026-05-27 18:13:00,2,18.22,cena,CAJ-004,MES-002,mesa_01,combos,Combo para dos,1,12.39,5,11.77,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000148,2026-05-18 13:31:00,0,13.52,almuerzo,CAJ-001,MES-006,mesa_02,postres,Tres leches,1,2.84,0,2.84,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000149,2026-06-18 15:18:00,3,15.3,almuerzo,CAJ-002,MES-003,mesa_02,platos_fuertes,Camarones apanados,1,11.86,0,11.86,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000150,2026-05-17 13:39:00,6,13.65,almuerzo,CAJ-004,MES-005,mesa_01,bebidas,Gaseosa personal,3,0,0,0,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-000151,2026-06-03 11:51:00,2,11.85,almuerzo,CAJ-003,MES-005,mesa_03,combos,Combo familiar almuerzo,4,72.76,0,72.76,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000152,2026-05-09 20:12:00,5,20.2,cena,CAJ-004,MES-002,domicilio,bebidas,Gaseosa personal,2,2.49,0,2.49,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000153,2026-06-03 11:30:00,2,11.5,almuerzo,CAJ-004,MES-006,mesa_03,desayunos,Bolon mixto,2,7.05,0,7.05,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000154,2026-06-02 08:05:00,1,8.08,desayuno,CAJ-003,MES-005,mesa_03,postres,Flan de la casa,3,8.08,10,7.27,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000155,2026-05-10 15:54:00,6,15.9,almuerzo,CAJ-001,MES-002,mesa_07,almuerzos,Almuerzo ejecutivo,5,19.86,10,17.87,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000156,2026-05-16 13:58:00,5,13.97,almuerzo,CAJ-001,MES-001,mesa_07,desayunos,Humita con cafe,2,6.69,20,5.35,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000157,2026-05-26 19:28:00,1,19.47,cena,CAJ-003,MES-002,domicilio,desayunos,Humita con cafe,1,3.63,10,3.27,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000158,2026-05-03 09:25:00,6,9.42,desayuno,CAJ-002,MES-005,mesa_03,almuerzos,Menestra con carne,2,12.16,10,10.94,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000159,2026-05-06 08:56:00,2,8.93,desayuno,CAJ-002,MES-004,mesa_07,almuerzos,Menestra con carne,2,12.34,0,12.34,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000160,2026-06-19 12:32:00,4,12.53,almuerzo,CAJ-003,MES-004,mesa_03,desayunos,Bolon mixto,1,67.99,0,67.99,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-000161,2026-05-14 13:15:00,3,13.25,almuerzo,CAJ-003,MES-004,mesa_10,almuerzos,Almuerzo ejecutivo,2,8.48,15,7.21,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000162,2026-06-23 08:08:00,1,8.13,desayuno,CAJ-003,MES-004,mesa_10,almuerzos,Seco de pollo,1,5.26,0,5.26,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000163,2026-05-02 13:07:00,5,13.12,almuerzo,CAJ-003,MES-005,mesa_06,bebidas,Jugo natural,4,7.08,10,6.37,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000164,2026-05-17 12:42:00,6,12.7,almuerzo,CAJ-002,MES-001,mesa_08,combos,Combo familiar almuerzo,2,39.93,35,25.95,efectivo,venta,1,efectivo_descuento_alto,Venta en efectivo con descuento inusualmente alto.,prueba
TRX-000165,2026-05-27 13:30:00,2,13.5,almuerzo,CAJ-004,MES-006,mesa_07,platos_fuertes,Camarones apanados,3,400.89,0,400.89,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-000166,2026-06-26 18:06:00,4,18.1,cena,CAJ-001,MES-002,mesa_11,bebidas,Gaseosa personal,2,2.79,0,2.79,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000167,2026-05-16 14:56:00,5,14.93,almuerzo,CAJ-003,MES-004,retiro_local,almuerzos,Almuerzo ejecutivo,4,16.65,0,13.26,efectivo,anulacion,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000168,2026-05-12 20:37:00,1,20.62,cena,CAJ-003,MES-001,mesa_11,almuerzos,Encebollado,1,5.27,0,5.27,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000169,2026-06-26 08:39:00,4,8.65,desayuno,CAJ-003,MES-001,mesa_15,bebidas,Jugo natural,2,3.89,0,3.89,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000170,2026-05-09 12:32:00,5,12.53,almuerzo,CAJ-004,MES-002,mesa_15,bebidas,Agua sin gas,2,199.86,0,199.86,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-000171,2026-06-14 13:51:00,6,13.85,almuerzo,CAJ-003,MES-004,mesa_07,platos_fuertes,Parrillada personal,2,20.81,0,20.81,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000172,2026-05-11 09:42:00,0,9.7,desayuno,CAJ-002,MES-006,mesa_04,almuerzos,Almuerzo ejecutivo,3,11.5,0,11.5,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000173,2026-05-30 09:15:00,5,9.25,desayuno,CAJ-002,MES-001,mesa_09,almuerzos,Almuerzo ejecutivo,2,8.86,10,7.97,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000174,2026-05-11 19:23:00,0,19.38,cena,CAJ-004,MES-002,mesa_09,almuerzos,Almuerzo ejecutivo,1,231.8,0,231.8,transferencia,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,prueba
TRX-000175,2026-05-29 13:19:00,4,13.32,almuerzo,CAJ-003,MES-001,retiro_local,desayunos,Tigrillo con cafe,2,8.3,5,7.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000176,2026-05-24 08:05:00,6,8.08,desayuno,CAJ-004,MES-004,mesa_06,bebidas,Jugo natural,5,8.4,0,8.4,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000177,2026-06-23 17:36:00,1,17.6,cena,CAJ-002,MES-004,app_delivery,desayunos,Bolon mixto,2,7.02,0,7.02,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000178,2026-05-15 12:58:00,4,12.97,almuerzo,CAJ-002,MES-005,mesa_05,almuerzos,Encebollado,4,18.57,0,18.57,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000179,2026-05-16 13:18:00,5,13.3,almuerzo,CAJ-003,MES-001,mesa_01,almuerzos,Encebollado,1,4.81,5,4.57,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000180,2026-06-21 15:54:00,6,15.9,almuerzo,CAJ-001,MES-006,domicilio,bebidas,Jugo natural,1,1.73,0,1.73,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000181,2026-06-29 14:47:00,0,14.78,almuerzo,CAJ-004,MES-001,app_delivery,bebidas,Gaseosa personal,1,1.22,0,1.22,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000182,2026-05-27 08:49:00,2,8.82,desayuno,CAJ-002,MES-001,domicilio,bebidas,Jugo natural,4,7.11,0,7.11,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000183,2026-06-15 12:33:00,0,12.55,almuerzo,CAJ-001,MES-003,mesa_11,almuerzos,Menestra con carne,2,12.65,0,12.65,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000184,2026-06-16 19:07:00,1,19.12,cena,CAJ-003,MES-006,app_delivery,bebidas,Gaseosa personal,1,256.98,0,256.98,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,validacion
TRX-000185,2026-06-26 08:46:00,4,8.77,desayuno,CAJ-002,MES-004,mesa_09,desayunos,Tigrillo con cafe,1,4.11,5,3.9,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000186,2026-05-22 14:57:00,4,14.95,almuerzo,CAJ-004,MES-002,retiro_local,bebidas,Gaseosa personal,5,6.69,0,6.69,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000187,2026-05-06 21:53:00,2,21.88,cena,CAJ-003,MES-005,mesa_01,almuerzos,Seco de pollo,3,15.81,0,15.81,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000188,2026-06-28 13:55:00,6,13.92,almuerzo,CAJ-004,MES-001,mesa_02,desayunos,Humita con cafe,1,3.56,15,3.03,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000189,2026-05-31 11:37:00,6,11.62,almuerzo,CAJ-001,MES-002,mesa_05,almuerzos,Encebollado,1,4.56,0,4.56,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000190,2026-06-26 14:16:00,4,14.27,almuerzo,CAJ-002,MES-002,app_delivery,postres,Flan de la casa,2,4.9,0,4.9,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000191,2026-06-13 09:28:00,5,9.47,desayuno,CAJ-003,MES-005,mesa_11,bebidas,Gaseosa personal,2,2.46,10,2.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000192,2026-06-28 12:35:00,6,12.58,almuerzo,CAJ-002,MES-003,mesa_08,bebidas,Jugo natural,3,5.36,0,5.36,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000193,2026-06-06 12:47:00,5,12.78,almuerzo,CAJ-003,MES-002,mesa_05,platos_fuertes,Churrasco ecuatoriano,2,18.29,0,18.29,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000194,2026-06-22 11:52:00,0,11.87,almuerzo,CAJ-003,MES-005,domicilio,desayunos,Tigrillo con cafe,3,14.09,0,14.09,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000195,2026-05-03 03:10:00,6,3.17,fuera_horario,CAJ-004,MES-004,mesa_03,bebidas,Jugo natural,4,7.64,0,7.64,efectivo,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-000196,2026-06-06 20:04:00,5,20.07,cena,CAJ-001,MES-005,mesa_06,platos_fuertes,Parrillada personal,1,11.29,0,11.29,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000197,2026-06-25 12:44:00,3,12.73,almuerzo,CAJ-001,MES-005,mesa_08,almuerzos,Seco de pollo,2,11.87,0,11.87,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000198,2026-06-16 08:05:00,1,8.08,desayuno,CAJ-001,MES-006,mesa_01,almuerzos,Encebollado,6,30.75,0,30.75,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000199,2026-06-05 12:38:00,4,12.63,almuerzo,CAJ-004,MES-003,mesa_02,bebidas,Gaseosa personal,1,1.3,0,1.3,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000200,2026-06-08 13:06:00,0,13.1,almuerzo,CAJ-004,MES-001,mesa_08,desayunos,Tigrillo con cafe,1,4.45,0,4.45,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000201,2026-06-26 14:06:00,4,14.1,almuerzo,CAJ-001,MES-001,mesa_05,combos,Combo para dos,1,13.21,0,13.21,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000202,2026-06-02 19:03:00,1,19.05,cena,CAJ-001,MES-003,mesa_02,bebidas,Gaseosa personal,4,5.14,0,5.14,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000203,2026-06-19 08:41:00,4,8.68,desayuno,CAJ-003,MES-002,mesa_15,almuerzos,Seco de pollo,2,10.67,0,10.67,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000204,2026-06-14 13:16:00,6,13.27,almuerzo,CAJ-002,MES-001,domicilio,almuerzos,Almuerzo ejecutivo,1,4.43,0,4.43,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000205,2026-05-09 14:37:00,5,14.62,almuerzo,CAJ-001,MES-003,mesa_01,almuerzos,Encebollado,1,5.31,0,5.31,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000206,2026-06-24 15:31:00,2,15.52,almuerzo,CAJ-004,MES-002,mesa_10,almuerzos,Encebollado,3,-5,0,-5,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-000207,2026-05-29 19:16:00,4,19.27,cena,CAJ-004,MES-006,app_delivery,combos,Combo para dos,3,39.85,0,39.85,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000208,2026-06-08 13:20:00,0,13.33,almuerzo,CAJ-003,MES-003,domicilio,bebidas,Gaseosa personal,3,4.14,0,4.14,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000209,2026-05-03 08:59:00,6,8.98,desayuno,CAJ-001,MES-005,mesa_01,platos_fuertes,Parrillada personal,1,11.54,20,9.23,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000210,2026-06-22 14:05:00,0,14.08,almuerzo,CAJ-004,MES-003,domicilio,almuerzos,Almuerzo ejecutivo,3,12.52,5,11.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000211,2026-05-23 15:12:00,5,15.2,almuerzo,CAJ-004,MES-002,app_delivery,desayunos,Tigrillo con cafe,1,4.24,0,4.24,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-000212,2026-06-04 11:36:00,3,11.6,almuerzo,CAJ-001,MES-004,domicilio,platos_fuertes,Camarones apanados,2,23.74,0,23.74,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000213,2026-06-08 19:13:00,0,19.22,cena,CAJ-002,MES-002,app_delivery,almuerzos,Seco de pollo,5,30.44,10,27.4,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000214,2026-05-28 11:11:00,3,11.18,almuerzo,CAJ-003,MES-004,mesa_10,almuerzos,Encebollado,4,79.22,0,79.22,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-000215,2026-06-19 11:49:00,4,11.82,almuerzo,CAJ-002,MES-001,mesa_09,bebidas,Gaseosa personal,1,1.35,0,1.35,tarjeta,anulacion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000216,2026-05-24 12:31:00,6,12.52,almuerzo,CAJ-003,MES-001,mesa_08,platos_fuertes,Parrillada personal,2,21.15,0,21.15,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000217,2026-05-02 20:00:00,5,20.0,cena,CAJ-002,MES-005,mesa_07,bebidas,Jugo natural,3,5.48,0,5.48,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000218,2026-06-03 12:06:00,2,12.1,almuerzo,CAJ-001,MES-005,mesa_03,almuerzos,Almuerzo ejecutivo,1,3.86,0,3.86,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000219,2026-06-10 14:05:00,2,14.08,almuerzo,CAJ-004,MES-001,mesa_13,desayunos,Bolon mixto,2,7.15,15,6.08,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000220,2026-06-25 12:25:00,3,12.42,almuerzo,CAJ-001,MES-001,app_delivery,almuerzos,Encebollado,2,9.15,0,9.15,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000221,2026-05-28 10:25:00,3,10.42,desayuno,CAJ-004,MES-005,retiro_local,desayunos,Tigrillo con cafe,2,9.35,45,5.14,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-000222,2026-05-07 08:12:00,3,8.2,desayuno,CAJ-002,MES-005,mesa_08,almuerzos,Seco de pollo,1,5.29,0,5.29,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000223,2026-05-23 08:29:00,5,8.48,desayuno,CAJ-002,MES-001,mesa_04,almuerzos,Seco de pollo,1,5.57,0,5.57,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000224,2026-05-23 13:33:00,5,13.55,almuerzo,CAJ-001,MES-003,mesa_09,combos,Combo familiar almuerzo,2,38.09,0,2.07,tarjeta,devolucion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000225,2026-06-16 12:45:00,1,12.75,almuerzo,CAJ-002,MES-001,mesa_02,almuerzos,Menestra con carne,4,26.89,0,26.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000226,2026-06-16 20:12:00,1,20.2,cena,CAJ-003,MES-005,mesa_13,postres,Flan de la casa,1,2.4,0,2.4,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000227,2026-06-10 19:42:00,2,19.7,cena,CAJ-002,MES-003,mesa_05,desayunos,Bolon mixto,2,7.75,0,7.75,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000228,2026-06-29 12:31:00,0,12.52,almuerzo,CAJ-003,MES-006,mesa_01,desayunos,Bolon mixto,1,3.84,10,3.46,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-000229,2026-06-23 12:19:00,1,12.32,almuerzo,CAJ-002,MES-005,mesa_03,platos_fuertes,Churrasco ecuatoriano,1,9.52,5,9.04,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-000230,2026-05-08 10:50:00,4,10.83,desayuno,CAJ-003,MES-005,mesa_01,almuerzos,Almuerzo ejecutivo,4,16.95,0,15.98,tarjeta,anulacion,0,normal,Transaccion dentro del patron esperado.,prueba
